facility_id ,facility_category                                                                               ,facility_size      ,state                           ,city                                              ,phone       ,is_premium ,premium_since ,is_churn ,churn_since
     110720 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,mexico                          ,naucalpan de juarez                               ,0           ,         1 ,9/5/2020      ,0        ,na
     110800 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,101 a 250 personas ,mexico                          ,tlalnepantla de baz                               ,0           ,         1 ,4/19/2021     ,1        ,6/12/2021
     110880 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,sonora                          ,hermosillo                                        ,6626166339  ,         0 ,na            ,na       ,na
     110960 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,mexico                          ,nicolas romero                                    ,99962293    ,         1 ,10/31/2020    ,1        ,9/2/2021
     111040 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,mexico                          ,toluca                                            ,0           ,         0 ,na            ,na       ,na
     111120 ,laboratorios medicos y de diagnostico del sector privado                                        ,6 a 10 personas    ,mexico                          ,metepec                                           ,72223666    ,         0 ,na            ,na       ,na
     111200 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,mexico                          ,tonanitla                                         ,0           ,         1 ,9/12/2022     ,1        ,10/7/2022
     111280 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,tabasco                         ,balancan                                          ,9311132316  ,         0 ,na            ,na       ,na
     111360 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,mexico                          ,nezahualcoyotl                                    ,0           ,         0 ,na            ,na       ,na
     111440 ,consultorios de optometria                                                                      ,0 a 5 personas     ,mexico                          ,nezahualcoyotl                                    ,0           ,         0 ,na            ,na       ,na
     111520 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,mexico                          ,valle de chalco solidaridad                       ,0           ,         1 ,12/7/2021     ,0        ,na
     111600 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,mexico                          ,nezahualcoyotl                                    ,0           ,         1 ,3/18/2022     ,1        ,12/3/2022
     111680 ,hospitales generales del sector privado                                                         ,6 a 10 personas    ,mexico                          ,ixtlahuaca                                        ,0           ,         1 ,2/23/2022     ,1        ,5/8/2022
     111760 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,mexico                          ,naucalpan de juarez                               ,0           ,         1 ,11/14/2020    ,1        ,10/27/2022
     111840 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,mexico                          ,coacalco de berriozabal                           ,0           ,         0 ,na            ,na       ,na
     111920 ,clinicas de consultorios medicos del sector privado                                             ,11 a 30 personas   ,michoacan de ocampo             ,nahuatzen                                         ,0           ,         0 ,na            ,na       ,na
     112000 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,tangamandapio                                     ,0           ,         0 ,na            ,na       ,na
     112080 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,huetamo                                           ,0           ,         0 ,na            ,na       ,na
     112160 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,michoacan de ocampo             ,la piedad                                         ,3921        ,         0 ,na            ,na       ,na
     112240 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,hidalgo                                           ,766191      ,         0 ,na            ,na       ,na
     112320 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,zacapu                                            ,0           ,         1 ,8/26/2021     ,0        ,na
     112400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tabasco                         ,centro                                            ,9933116371  ,         0 ,na            ,na       ,na
     112480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,penjamillo                                        ,11333919699 ,         1 ,10/25/2020    ,0        ,na
     112560 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,0           ,         0 ,na            ,na       ,na
     112640 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,tingambato                                        ,0           ,         1 ,9/9/2020      ,0        ,na
     112720 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,apatzingan                                        ,0           ,         1 ,2/1/2020      ,1        ,12/15/2021
     112800 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,patzcuaro                                         ,0           ,         1 ,9/29/2020     ,1        ,1/19/2022
     112880 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,sahuayo                                           ,39333166    ,         1 ,10/19/2021    ,0        ,na
     112960 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,ziracuaretiro                                     ,0           ,         0 ,na            ,na       ,na
     113040 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,buenavista                                        ,126927      ,         0 ,na            ,na       ,na
     113120 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,la piedad                                         ,39292262    ,         0 ,na            ,na       ,na
     113200 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,1133        ,         0 ,na            ,na       ,na
     113280 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,0           ,         0 ,na            ,na       ,na
     113360 ,hospitales del sector privado de otras especialidades medicas                                   ,6 a 10 personas    ,tamaulipas                      ,nuevo laredo                                      ,6677126797  ,         1 ,10/27/2020    ,0        ,na
     113440 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,hidalgo                                           ,0           ,         0 ,na            ,na       ,na
     113520 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,113666      ,         1 ,3/4/2022      ,0        ,na
     113600 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,tangancicuaro                                     ,0           ,         0 ,na            ,na       ,na
     113680 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,michoacan de ocampo             ,salvador escalante                                ,0           ,         0 ,na            ,na       ,na
     113760 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,michoacan de ocampo             ,sahuayo                                           ,0           ,         0 ,na            ,na       ,na
     113840 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tamaulipas                      ,nuevo laredo                                      ,6677131926  ,         0 ,na            ,na       ,na
     113920 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,michoacan de ocampo             ,chavinda                                          ,39163769    ,         0 ,na            ,na       ,na
     114000 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,michoacan de ocampo             ,morelia                                           ,11333163    ,         0 ,na            ,na       ,na
     114080 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,michoacan de ocampo             ,lazaro cardenas                                   ,0           ,         1 ,8/8/2020      ,0        ,na
     114160 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tamaulipas                      ,tampico                                           ,6332126791  ,         0 ,na            ,na       ,na
     114240 ,clinicas de consultorios medicos del sector privado                                             ,0 a 5 personas     ,michoacan de ocampo             ,zacapu                                            ,0           ,         0 ,na            ,na       ,na
     114320 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,morelos                         ,tetecala                                          ,0           ,         0 ,na            ,na       ,na
     114400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,morelos                         ,cuautla                                           ,0           ,         0 ,na            ,na       ,na
     114480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tamaulipas                      ,victoria                                          ,6316927926  ,         1 ,8/18/2020     ,0        ,na
     114560 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tamaulipas                      ,tampico                                           ,6332132917  ,         1 ,6/22/2021     ,1        ,11/21/2022
     114640 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,morelos                         ,jojutla                                           ,0           ,         1 ,5/26/2021     ,1        ,6/5/2021
     114720 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,morelos                         ,cuautla                                           ,0           ,         0 ,na            ,na       ,na
     114800 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,morelos                         ,tlayacapan                                        ,0           ,         1 ,1/9/2020      ,0        ,na
     114880 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,morelos                         ,cuernavaca                                        ,0           ,         0 ,na            ,na       ,na
     114960 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,morelos                         ,yautepec                                          ,0           ,         1 ,2/11/2020     ,1        ,7/10/2021
     115040 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,morelos                         ,cuernavaca                                        ,0           ,         0 ,na            ,na       ,na
     115120 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nayarit                         ,tepic                                             ,0           ,         1 ,8/2/2022      ,0        ,na
     115200 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nayarit                         ,compostela                                        ,0           ,         1 ,6/23/2020     ,0        ,na
     115280 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nayarit                         ,tepic                                             ,0           ,         0 ,na            ,na       ,na
     115360 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,nayarit                         ,bahia de banderas                                 ,32219676    ,         0 ,na            ,na       ,na
     115440 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,nayarit                         ,tepic                                             ,0           ,         1 ,8/30/2020     ,1        ,3/20/2022
     115520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tamaulipas                      ,matamoros                                         ,6666669931  ,         0 ,na            ,na       ,na
     115600 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tamaulipas                      ,reynosa                                           ,6999226196  ,         1 ,11/9/2021     ,1        ,2/3/2022
     115680 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,nuevo leon                      ,san nicolas de los garza                          ,61271267    ,         1 ,10/8/2022     ,0        ,na
     115760 ,consultorios de medicina especializada del sector privado                                       ,31 a 50 personas   ,nuevo leon                      ,monterrey                                         ,0           ,         0 ,na            ,na       ,na
     115840 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,61336696    ,         0 ,na            ,na       ,na
     115920 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,619917      ,         1 ,5/31/2020     ,1        ,4/20/2022
     116000 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,61631133    ,         0 ,na            ,na       ,na
     116080 ,consultorios dentales del sector privado                                                        ,6 a 10 personas    ,nuevo leon                      ,monterrey                                         ,61639192    ,         1 ,8/22/2020     ,0        ,na
     116160 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,0           ,         1 ,4/18/2020     ,0        ,na
     116240 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,0           ,         1 ,4/16/2021     ,0        ,na
     116320 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,621111      ,         1 ,5/31/2021     ,1        ,7/27/2022
     116400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,juarez                                            ,61193922    ,         1 ,9/16/2022     ,0        ,na
     116480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,0           ,         1 ,7/28/2021     ,0        ,na
     116560 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,nuevo leon                      ,guadalupe                                         ,0           ,         0 ,na            ,na       ,na
     116640 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,nuevo leon                      ,garcia                                            ,616261      ,         0 ,na            ,na       ,na
     116720 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,612111      ,         0 ,na            ,na       ,na
     116800 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,0           ,         0 ,na            ,na       ,na
     116880 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,nuevo leon                      ,monterrey                                         ,6163        ,         1 ,10/4/2021     ,1        ,4/12/2022
     116960 ,consultorios de optometria                                                                      ,0 a 5 personas     ,oaxaca                          ,heroica ciudad de huajuapan de leon               ,0           ,         0 ,na            ,na       ,na
     117040 ,laboratorios medicos y de diagnostico del sector privado                                        ,6 a 10 personas    ,oaxaca                          ,oaxaca de juarez                                  ,0           ,         1 ,10/8/2022     ,1        ,11/13/2022
     117120 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,oaxaca                          ,oaxaca de juarez                                  ,0           ,         0 ,na            ,na       ,na
     117200 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,tlaxcala                        ,tzompantepec                                      ,2111166391  ,         1 ,10/25/2022    ,0        ,na
     117280 ,clinicas de consultorios medicos del sector privado                                             ,6 a 10 personas    ,tlaxcala                        ,santa catarina ayometla                           ,2166662266  ,         1 ,4/2/2021      ,0        ,na
     117360 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,oaxaca                          ,heroica ciudad de tlaxiaco                        ,0           ,         1 ,7/2/2021      ,1        ,7/17/2022
     117440 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,san agustin de las juntas                         ,0           ,         0 ,na            ,na       ,na
     117520 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,san francisco telixtlahuaca                       ,6009116666  ,         1 ,10/16/2021    ,1        ,3/2/2022
     117600 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,san juan bautista tuxtepec                        ,0           ,         1 ,7/25/2021     ,1        ,9/24/2022
     117680 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,san dionisio ocotepec                             ,99111696    ,         0 ,na            ,na       ,na
     117760 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,tlacolula de matamoros                            ,99196161    ,         0 ,na            ,na       ,na
     117840 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,oaxaca                          ,salina cruz                                       ,0           ,         0 ,na            ,na       ,na
     117920 ,laboratorios medicos y de diagnostico del sector privado                                        ,6 a 10 personas    ,oaxaca                          ,oaxaca de juarez                                  ,0           ,         1 ,6/3/2022      ,1        ,6/4/2022
     118000 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,oaxaca                          ,huautla de jimenez                                ,0           ,         0 ,na            ,na       ,na
     118080 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,oaxaca                          ,san juan bautista tuxtepec                        ,26767973    ,         0 ,na            ,na       ,na
     118160 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,puebla                          ,izucar de matamoros                               ,0           ,         1 ,2/26/2021     ,1        ,3/27/2021
     118240 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,puebla                          ,san andres cholula                                ,0           ,         1 ,12/12/2021    ,0        ,na
     118320 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,izucar de matamoros                               ,21363136    ,         0 ,na            ,na       ,na
     118400 ,consultorios de optometria                                                                      ,0 a 5 personas     ,tlaxcala                        ,tlaxcala                                          ,2161213199  ,         0 ,na            ,na       ,na
     118480 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,tlaxcala                        ,xaloztoc                                          ,2111171111  ,         0 ,na            ,na       ,na
     118560 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,puebla                          ,puebla                                            ,0           ,         0 ,na            ,na       ,na
     118640 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,puebla                          ,tehuacan                                          ,0           ,         1 ,3/2/2021      ,0        ,na
     118720 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,san martin texmelucan                             ,211631      ,         0 ,na            ,na       ,na
     118800 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,atlixco                                           ,0           ,         1 ,1/18/2020     ,0        ,na
     118880 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,huauchinango                                      ,0           ,         1 ,9/13/2022     ,1        ,12/23/2022
     118960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,veracruz de ignacio de la llave ,orizaba                                           ,2727212799  ,         0 ,na            ,na       ,na
     119040 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,veracruz de ignacio de la llave ,poza rica de hidalgo                              ,7621399692  ,         1 ,8/25/2020     ,0        ,na
     119120 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,puebla                          ,tehuacan                                          ,23637612    ,         0 ,na            ,na       ,na
     119200 ,clinicas de consultorios medicos del sector privado                                             ,0 a 5 personas     ,veracruz de ignacio de la llave ,tierra blanca                                     ,2717131711  ,         0 ,na            ,na       ,na
     119280 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,puebla                          ,tetela de ocampo                                  ,0           ,         1 ,7/17/2021     ,0        ,na
     119360 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,puebla                          ,zacatlan                                          ,0           ,         1 ,1/19/2020     ,0        ,na
     119440 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,puebla                          ,puebla                                            ,0           ,         1 ,9/21/2021     ,1        ,1/2/2022
     119520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,san pedro cholula                                 ,0           ,         1 ,5/13/2021     ,1        ,10/1/2022
     119600 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,puebla                          ,zacatlan                                          ,79797962    ,         1 ,6/17/2022     ,1        ,11/28/2022
     119680 ,consultorios de optometria                                                                      ,0 a 5 personas     ,puebla                          ,puebla                                            ,22261921    ,         0 ,na            ,na       ,na
     119760 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,puebla                          ,molcaxac                                          ,0           ,         1 ,7/15/2021     ,1        ,5/13/2022
     119840 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,puebla                          ,san martin texmelucan                             ,0           ,         1 ,11/23/2022    ,1        ,12/4/2022
     119920 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,puebla                          ,venustiano carranza                               ,0           ,         1 ,4/24/2022     ,0        ,na
     120000 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,puebla                          ,puebla                                            ,222616      ,         0 ,na            ,na       ,na
     120080 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,puebla                          ,tehuacan                                          ,0           ,         1 ,1/31/2022     ,1        ,10/16/2022
     120160 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,puebla                          ,izucar de matamoros                               ,213136      ,         0 ,na            ,na       ,na
     120240 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,queretaro                       ,queretaro                                         ,112212      ,         1 ,3/5/2021      ,0        ,na
     120320 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,queretaro                       ,amealco de bonfil                                 ,0           ,         0 ,na            ,na       ,na
     120400 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,queretaro                       ,queretaro                                         ,0           ,         1 ,11/22/2020    ,1        ,11/11/2021
     120480 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,queretaro                       ,cadereyta de montes                               ,0           ,         1 ,11/7/2021     ,0        ,na
     120560 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,queretaro                       ,ezequiel montes                                   ,11127729    ,         0 ,na            ,na       ,na
     120640 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,veracruz de ignacio de la llave ,fortin                                            ,2711223767  ,         1 ,11/16/2020    ,0        ,na
     120720 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,quintana roo                    ,cozumel                                           ,96767217    ,         0 ,na            ,na       ,na
     120800 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,quintana roo                    ,benito juarez                                     ,996626      ,         1 ,12/2/2020     ,0        ,na
     120880 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,quintana roo                    ,benito juarez                                     ,99671336    ,         0 ,na            ,na       ,na
     120960 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,quintana roo                    ,benito juarez                                     ,0           ,         1 ,8/14/2020     ,1        ,5/21/2022
     121040 ,hospitales del sector privado de otras especialidades medicas                                   ,11 a 30 personas   ,san luis potosi                 ,san luis potosi                                   ,111619      ,         0 ,na            ,na       ,na
     121120 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,san luis potosi                 ,ciudad valles                                     ,0           ,         1 ,9/27/2021     ,0        ,na
     121200 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,11161723    ,         0 ,na            ,na       ,na
     121280 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,veracruz de ignacio de la llave ,veracruz                                          ,2299612339  ,         0 ,na            ,na       ,na
     121360 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,11116961    ,         1 ,1/20/2021     ,1        ,1/20/2021
     121440 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,11163967    ,         0 ,na            ,na       ,na
     121520 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,11161639    ,         0 ,na            ,na       ,na
     121600 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,0           ,         0 ,na            ,na       ,na
     121680 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,san luis potosi                 ,san luis potosi                                   ,111612      ,         1 ,4/6/2022      ,1        ,4/29/2022
     121760 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,san luis potosi                 ,ciudad valles                                     ,0           ,         0 ,na            ,na       ,na
     121840 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,66771219    ,         1 ,5/2/2020      ,1        ,3/13/2022
     121920 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,sinaloa                         ,mazatlan                                          ,0           ,         1 ,5/29/2021     ,0        ,na
     122000 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sinaloa                         ,mazatlan                                          ,66911311    ,         1 ,6/27/2021     ,1        ,3/12/2022
     122080 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sinaloa                         ,salvador alvarado                                 ,673116271   ,         1 ,10/26/2020    ,1        ,8/4/2022
     122160 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,0           ,         1 ,11/11/2020    ,0        ,na
     122240 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,sinaloa                         ,ahome                                             ,66661692    ,         1 ,6/19/2020     ,0        ,na
     122320 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,sinaloa                         ,mazatlan                                          ,669969      ,         1 ,7/30/2020     ,1        ,8/21/2021
     122400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sinaloa                         ,ahome                                             ,666161      ,         0 ,na            ,na       ,na
     122480 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sinaloa                         ,guasave                                           ,0           ,         1 ,7/14/2020     ,1        ,11/10/2022
     122560 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,0           ,         1 ,10/12/2021    ,0        ,na
     122640 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,66711966    ,         0 ,na            ,na       ,na
     122720 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sinaloa                         ,culiacan                                          ,66771136    ,         1 ,3/7/2021      ,0        ,na
     122800 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,sonora                          ,cajeme                                            ,61111392    ,         0 ,na            ,na       ,na
     122880 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,sonora                          ,nogales                                           ,0           ,         1 ,7/25/2020     ,1        ,6/3/2022
     122960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sonora                          ,cajeme                                            ,611161      ,         0 ,na            ,na       ,na
     123040 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sonora                          ,cajeme                                            ,0           ,         0 ,na            ,na       ,na
     123120 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sonora                          ,puerto penasco                                    ,6363        ,         1 ,9/4/2022      ,0        ,na
     123200 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sonora                          ,hermosillo                                        ,0           ,         1 ,6/8/2020      ,0        ,na
     123280 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sonora                          ,cajeme                                            ,0           ,         1 ,11/3/2022     ,0        ,na
     123360 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sonora                          ,cajeme                                            ,0           ,         0 ,na            ,na       ,na
     123440 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,sonora                          ,guaymas                                           ,62222176    ,         0 ,na            ,na       ,na
     123520 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,sonora                          ,nogales                                           ,63131319    ,         0 ,na            ,na       ,na
     123600 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,veracruz de ignacio de la llave ,xalapa                                            ,2262396617  ,         0 ,na            ,na       ,na
     123680 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,sonora                          ,caborca                                           ,63791696    ,         1 ,9/13/2022     ,1        ,9/24/2022
     123760 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,sonora                          ,nogales                                           ,0           ,         0 ,na            ,na       ,na
     123840 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,veracruz de ignacio de la llave ,coacoatzintla                                     ,2266179616  ,         0 ,na            ,na       ,na
     123920 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,tabasco                         ,paraiso                                           ,0           ,         0 ,na            ,na       ,na
     124000 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,tabasco                         ,nacajuca                                          ,0           ,         0 ,na            ,na       ,na
